instruction,output
"SNS 인생샷 여행, Well-ness 여행, 친환경 여행(플로깅 여행), 역사 유적지 방문, 쇼핑, 드라마 촬영지 방문, 등반 여행, 종교/성지 순례, 유흥/오락(나이트라이프)(으)로 가려고 하는데, 대중교통 등을 이용 경기도 20대 여행지 추천",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 폰트 커피 문래점입니다.
"1명과 함께 SNS 인생샷 여행, Well-ness 여행, 친환경 여행(플로깅 여행), 역사 유적지 방문, 쇼핑, 드라마 촬영지 방문, 등반 여행, 종교/성지 순례, 유흥/오락(나이트라이프)할 예정인데, 괜찮은 여행지를 추천해 줄 수 있나요?","러빙 베이에 가보셨나요? 가보시지 않으셨다면, 러빙 베이을 추천드립니다."
"저는 30대 이고, 2명과 테마파크, 놀이시설, 동/식물원 방문, Well-ness 여행를 가려고 합니다. 여행지 해줘.","우롱 타조농장에 가보셨나요? 가보시지 않으셨다면, 우롱 타조농장을 추천드립니다."
저는 30대 남성입니다. 2인 여행(가족 외)으로 여행 가려고 합니다. 여행지 추천 부탁드려요.,유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 불암산 둘레길 전망대입니다.
"2인 여행(가족 외)으로 할 예정입니다. nan으로 이동하려는데, 추천할 만한 여행지가 있을까요?","불암산 나비정원에 가보셨나요? 가보시지 않으셨다면, 불암산 나비정원을 추천드립니다."
"1명과 함께 쇼핑, 역사 유적지 방문, SNS 인생샷 여행할 예정인데, 괜찮은 여행지를 추천해 줄 수 있나요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 태릉입니다.
"저는 30대 이고, 1명과 쇼핑, 역사 유적지 방문, SNS 인생샷 여행을 떠납니다. 추천 부탁드려요.","청학동 계곡에 가보셨나요? 가보시지 않으셨다면, 청학동 계곡을 추천드립니다."
"쇼핑, 역사 유적지 방문, SNS 인생샷 여행 가는데 1명과 함께할 곳 추천해 주세요.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 이마트 별내점입니다.
"20대 인데, 이번에 SNS 인생샷 여행, 호캉스 여행, 신규 여행지 발굴, 친환경 여행(플로깅 여행) 여행 갑니다. 숙박 추천 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 제부도 워터 워크입니다.
"1명 과 SNS 인생샷 여행, 호캉스 여행, 신규 여행지 발굴, 친환경 여행(플로깅 여행)로 여행을 계획하고 있습니다. 여행할 곳 추천 부탁드려요.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 제부도 해수욕장입니다.
"2인 여행(가족 외)으로 할 예정입니다. 대중교통 등으로 이동하려는데, 추천할 만한 여행지가 있을까요?","공릉동 도깨비시장에 가보셨나요? 가보시지 않으셨다면, 공릉동 도깨비시장을 추천드립니다."
2인 여행(가족 외)로 1명 과 여행지 추천,"서울 생활사 박물관에 가보셨나요? 가보시지 않으셨다면, 서울 생활사 박물관을 추천드립니다."
"대중교통 등을 이용해서 갈 예정인데, 여행할 곳이 필요해요. 1명 과(와) 함께하는 여행입니다.","코스트코 상봉점에 가보셨나요? 가보시지 않으셨다면, 코스트코 상봉점을 추천드립니다."
나홀로 여행로 0명 과 여행지 추천,유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 더 헤어 평내호평점입니다.
"저는 20대 이고,  쇼핑, 신규 여행지 발굴, 친환경 여행(플로깅 여행), 지역 문화예술/공연/전시시설 관람, 테마파크, 놀이시설, 동/식물원 방문, 인플루언서 따라하기 여행, 친환경 여행(플로깅 여행), 등반 여행을 떠나려고 합니다. 가 볼 만한 여행지 추천 해줘.","이마트 남양주점에 가보셨나요? 가보시지 않으셨다면, 이마트 남양주점을 추천드립니다."
"이번 쇼핑, 신규 여행지 발굴, 친환경 여행(플로깅 여행), 지역 문화예술/공연/전시시설 관람, 테마파크, 놀이시설, 동/식물원 방문, 인플루언서 따라하기 여행, 친환경 여행(플로깅 여행), 등반 여행를 위해 대중교통 등으로 여행가는데, 여행지 추천 해줘.","다이소 호평점에 가보셨나요? 가보시지 않으셨다면, 다이소 호평점을 추천드립니다."
"수도권에 가 볼 만한 곳이 있을까요? 저는 쇼핑, 신규 여행지 발굴, 친환경 여행(플로깅 여행), 지역 문화예술/공연/전시시설 관람, 테마파크, 놀이시설, 동/식물원 방문, 인플루언서 따라하기 여행, 친환경 여행(플로깅 여행), 등반 여행을 좋아하고, 나홀로 여행 예정입니다.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 평내 소풍 9경기입니다.
" 쇼핑, SNS 인생샷 여행, 호캉스 여행, 지역 문화예술/공연/전시시설 관람 여행을 떠나는데 여행지 추천 해줘.","센트럴시티터미널(호남)에 가보셨나요? 가보시지 않으셨다면, 센트럴시티터미널(호남)을 추천드립니다."
"나홀로 여행로 여행 가려는데, 추천해 줘",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 도림천입니다.
"20대 인데, 이번에 쇼핑, SNS 인생샷 여행, 호캉스 여행, 지역 문화예술/공연/전시시설 관람 여행 갑니다. 숙박 추천 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 국립 정동극장입니다.
"수도권에 가 볼 만한 곳이 있을까요? 저는 Well-ness 여행, SNS 인생샷 여행, 시티투어, 지역 문화예술/공연/전시시설 관람을 좋아하고, 3인 이상 여행(가족 외) 예정입니다.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 CGV 왕십리입니다.
"저는 40대 이고, 3명과 Well-ness 여행, SNS 인생샷 여행, 시티투어, 지역 문화예술/공연/전시시설 관람을 떠납니다. 추천 부탁드려요.","더풋샵 왕십리 민자 역사점에 가보셨나요? 가보시지 않으셨다면, 더풋샵 왕십리 민자 역사점을 추천드립니다."
"저는 40대 이고, 3명과 Well-ness 여행, SNS 인생샷 여행, 시티투어, 지역 문화예술/공연/전시시설 관람을 떠납니다. 추천 부탁드려요.","템플 스트라이크에 가보셨나요? 가보시지 않으셨다면, 템플 스트라이크을 추천드립니다."
2인 여행(가족 외)로 1명 과 여행지 추천,유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 롯데백화점 수원점입니다.
"저는 60대 이고, 1명과 쇼핑, 드라마 촬영지 방문, 신규 여행지 발굴, 역사 유적지 방문, 지역 문화예술/공연/전시시설 관람을 떠나려고 합니다. 가 볼 만한 여행지 추천 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 CGV 동수원입니다.
"충청남도에 살고 있는데, 2인 여행(가족 외)여행을 가려고 해요. 갈 만한 여행지가 있나요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 효원공원입니다.
"Well-ness 여행, 지역 문화예술/공연/전시시설 관람, 캠핑(으)로 부모 동반 여행을 계획하고 있는데, 추천할 만한 여행지가 있을까요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 한탄강 지질공원입니다.
저는 20대 여성입니다. 2인 여행(가족 외)으로 여행 가려고 합니다. 여행지 추천 부탁드려요.,"하루 필름 인천 송도점에 가보셨나요? 가보시지 않으셨다면, 하루 필름 인천 송도점을 추천드립니다."
"nan을 이용해서 갈 예정인데, 여행할 곳이 필요해요. 1명 과(와) 함께하는 여행입니다.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 인천대공원입니다.
"1명과 쇼핑, 테마파크, 놀이시설, 동/식물원 방문, 시티투어, 유흥/오락(나이트라이프), 신규 여행지 발굴, 호캉스 여행, 인플루언서 따라하기 여행, SNS 인생샷 여행, Well-ness 여행, 온천/스파 여행을 떠나는데 여행지 추천 해줘.","못골종합시장에 가보셨나요? 가보시지 않으셨다면, 못골종합시장을 추천드립니다."
"대중교통 등을 이용해서 갈 예정인데, 여행할 곳이 필요해요. 1명 과(와) 함께하는 여행입니다.","라프터 커피나에 가보셨나요? 가보시지 않으셨다면, 라프터 커피나을 추천드립니다."
"Well-ness 여행, SNS 인생샷 여행, 신규 여행지 발굴, 등반 여행, 역사 유적지 방문 여행 가는데 1명과 함께할 곳 추천해 주세요.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 남한산성 둘레길 2코스입니다.
"저는 30대 이고, 2명과 쇼핑, 테마파크, 놀이시설, 동/식물원 방문, 지역 문화예술/공연/전시시설 관람을 떠납니다. 추천 부탁드려요.","롯데월드 어드벤처에 가보셨나요? 가보시지 않으셨다면, 롯데월드 어드벤처을 추천드립니다."
"나홀로 여행로 여행 가려는데, 추천해 줘","청계산 원터골 산책길에 가보셨나요? 가보시지 않으셨다면, 청계산 원터골 산책길을 추천드립니다."
"저는 40대 이고,  쇼핑, Well-ness 여행, SNS 인생샷 여행, 등반 여행을 떠나려고 합니다. 가 볼 만한 여행지 추천 해줘.","매헌 시민의 숲에 가보셨나요? 가보시지 않으셨다면, 매헌 시민의 숲을 추천드립니다."
"수도권에 가 볼 만한 곳이 있을까요? 저는 쇼핑, Well-ness 여행, SNS 인생샷 여행, 신규 여행지 발굴, 인플루언서 따라하기 여행을 좋아하고, 자녀 동반 여행 예정입니다.","영종진공원에 가보셨나요? 가보시지 않으셨다면, 영종진공원을 추천드립니다."
"경기도에 사는 사람이 테마파크, 놀이시설, 동/식물원 방문, 시티투어로 여행갈만한 곳이 있나요? 2명 정도 될 것 같습니다.","마리앤쥬에 가보셨나요? 가보시지 않으셨다면, 마리앤쥬을 추천드립니다."
"경기도에 살고 있는데, 2인 가족 여행여행을 가려고 해요. 갈 만한 여행지가 있나요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 롯데 영 플라자 본점입니다.
저는 60대 여성입니다. 2인 가족 여행으로 여행 가려고 합니다. 여행지 추천 부탁드려요.,"서울 시티투어버스에 가보셨나요? 가보시지 않으셨다면, 서울 시티투어버스을 추천드립니다."
"2인 여행(가족 외)으로 테마파크, 놀이시설, 동/식물원 방문 여행을 계획 중인데 추천 해줘.","마트 킹 구성점에 가보셨나요? 가보시지 않으셨다면, 마트 킹 구성점을 추천드립니다."
"인천광역시에 사는 사람이 온천/스파, 테마파크, 놀이시설, 동/식물원 방문, Well-ness 여행, 호캉스 여행, 신규 여행지 발굴로 여행갈만한 곳이 있나요? 3명 정도 될 것 같습니다.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 시흥 오이도 박물관입니다.
"3명과 함께 온천/스파, 테마파크, 놀이시설, 동/식물원 방문, Well-ness 여행, 호캉스 여행, 신규 여행지 발굴할 예정인데, 괜찮은 여행지를 추천해 줄 수 있나요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 안산 별망 어촌 문화관입니다.
"20대 여성이고, 이번에 지역 문화예술/공연/전시시설 관람, 종교/성지 순례, Well-ness 여행, SNS 인생샷 여행, 신규 여행지 발굴로 여행을 떠납니다. 여행지 추천 부탁드려요.","진관사에 가보셨나요? 가보시지 않으셨다면, 진관사을 추천드립니다."
"저는 20대 이고, 1명과 지역 문화예술/공연/전시시설 관람, 종교/성지 순례, Well-ness 여행, SNS 인생샷 여행, 신규 여행지 발굴를 가려고 합니다. 여행지 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 진관사계곡입니다.
"3인 이상 여행(가족 외)으로 할 예정입니다. 자가용으로 이동하려는데, 추천할 만한 여행지가 있을까요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 파주시 도시 관광공사 운정 행복센터 대공연장입니다.
"저는 교육/체험 프로그램 참가, 신규 여행지 발굴, SNS 인생샷 여행, 인플루언서 따라하기 여행, 시티투어, 쇼핑을 선호하고, 1명과 함께 갈 예정입니다.","석남 녹지도시숲에 가보셨나요? 가보시지 않으셨다면, 석남 녹지도시숲을 추천드립니다."
저는 30대 남성입니다. 자녀 동반 여행으로 여행 가려고 합니다. 여행지 추천 부탁드려요.,유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 가평군 어린이 음악 놀이터입니다.
